"";"adipose";"adrenal_gland";"breast_muscle";"cerebellum";"cerebrum";"gonad";"heart";"hypothalamus";"kidney";"liver";"lung";"lunng";"parietal_nerve";"proventriculus";"spleen"
"chr4_2177435_ID=RF00214.1";0;0,133333333333333;0,4;0;0,733333333333333;0;0,0666666666666667;0;0,333333333333333;0,333333333333333;0,533333333333333;0,866666666666667;0,266666666666667;0,333333333333333;0,733333333333333
"chrZ_12371428_ID=mir-1693_1";0;0,133333333333333;0,333333333333333;0;0,733333333333333;0;0;0;0,266666666666667;0,333333333333333;0,533333333333333;0,866666666666667;0,2;0,333333333333333;0,733333333333333
"chrZ_34643700_ID=RF00003.1";0;0,133333333333333;0,333333333333333;0;0,666666666666667;0;0;0;0,266666666666667;0,333333333333333;0,533333333333333;0,866666666666667;0,133333333333333;0,333333333333333;0,733333333333333
"chr19_4234601_ID=RF00100.1";0;0,133333333333333;0,333333333333333;0;0,666666666666667;0;0;0;0,266666666666667;0,333333333333333;0,533333333333333;0,8;0,133333333333333;0,333333333333333;0,733333333333333
"chr15_656666_ID=mir-1645_1";1,33333333333333;0,0666666666666667;1,66666666666667;0;0,666666666666667;0;0;1,13333333333333;0,266666666666667;0,333333333333333;0,533333333333333;0,8;1,8;0,333333333333333;11,4
"chr22_2962869_ID=RF00485.1";0;0,0666666666666667;0,333333333333333;0;0,666666666666667;0;0;0;0,266666666666667;0,333333333333333;0,533333333333333;0,8;0,133333333333333;0,333333333333333;0,733333333333333
"chr11_8060790_ID=RF02184.1";0;0,0666666666666667;0,333333333333333;0;0,533333333333333;0;0;0;0,2;0,333333333333333;0,533333333333333;0,8;0,133333333333333;0,333333333333333;0,733333333333333
"chr25_690585_ID=mir-3666_1";0;0,0666666666666667;0,333333333333333;0;0,533333333333333;0;0;0;0,133333333333333;0,333333333333333;0,466666666666667;0,8;0,133333333333333;0,333333333333333;0,733333333333333
"chr1_51419320_ID=mir-1695_1";0;0,0666666666666667;0,333333333333333;0;0,533333333333333;0;0;0;0,133333333333333;0,333333333333333;0,466666666666667;0,8;0,0666666666666667;0,333333333333333;5,53333333333333
"chr1_29591530_ID=RF00003.2";1,33333333333333;0,0666666666666667;1,46666666666667;0;0,533333333333333;0;0;0;1,33333333333333;0,266666666666667;0,466666666666667;0,8;1,66666666666667;0,266666666666667;0,733333333333333
"chr3_107057773_ID=RF00619.1";0;0,0666666666666667;0,333333333333333;0;0,533333333333333;0;0;0;0,133333333333333;0,266666666666667;0,466666666666667;0,8;0,0666666666666667;0,266666666666667;0,733333333333333
"chr4_29965449_ID=RF00467.1";0;0,0666666666666667;0,333333333333333;0;0,533333333333333;0;0;0;0,133333333333333;0,266666666666667;0,4;0,8;0,0666666666666667;0,266666666666667;0,666666666666667
"chr11_16633982_ID=RF01417.1";0;0;0,333333333333333;0;0,533333333333333;0;0;0;0,133333333333333;0,266666666666667;0,4;0,8;0,0666666666666667;0,266666666666667;0,666666666666667
"chr5_35507491_ID=RF00214.2";0;0;0,333333333333333;0;0,533333333333333;0;0;0;0,0666666666666667;0,266666666666667;0,4;0,733333333333333;0,0666666666666667;0,266666666666667;0,666666666666667
"chr14_7628273_ID=let-7_3";0;0;0,333333333333333;1,33333333333333;0,533333333333333;0;0;0;0,0666666666666667;0,2;0,4;0,733333333333333;0,0666666666666667;0,2;0,666666666666667
"chr3_65515742_HACA_75-";0;0;0,266666666666667;0;0,466666666666667;0;0;0;0,0666666666666667;0,133333333333333;0,333333333333333;0,733333333333333;0,0666666666666667;0,133333333333333;0,533333333333333
"chr2_144466619_ID=RF00485.2";0;0;0,266666666666667;0;0,466666666666667;0;0;0;0,0666666666666667;0,133333333333333;0,333333333333333;0,733333333333333;0,0666666666666667;0,133333333333333;0,533333333333333
"chr9_8750538_number=1";0;0;0,266666666666667;0;0,466666666666667;0;0;0;0,0666666666666667;0,133333333333333;0,333333333333333;0,733333333333333;0;0,133333333333333;0,533333333333333
"chr2_141515499_ID=RF02094.1";0;0;0,266666666666667;0;0,466666666666667;1;0;0;0,0666666666666667;0,133333333333333;0,333333333333333;0,733333333333333;0;0,133333333333333;0,533333333333333
"chr9_21934068_number=2";1,26666666666667;5,53333333333333;0,266666666666667;0;0,4;4,26666666666667;0;0;5,53333333333333;2,26666666666667;1,8;0,733333333333333;5,53333333333333;0,133333333333333;0,533333333333333
"chrZ_33601696_ID=mir-1691_1";0;0;0,2;0;0,4;0;0;0;0,0666666666666667;0,133333333333333;0,333333333333333;0,733333333333333;0;0,0666666666666667;0,533333333333333
"chr17_7848083_ID=RF01967.1";0;0;0,133333333333333;0;0,4;0;0;0;0,0666666666666667;0,0666666666666667;0,333333333333333;0,733333333333333;0;0,0666666666666667;0,533333333333333
"chr9_3772652_ID=RF01968.1";0;0;0,133333333333333;0;0,4;0;0;0;0;0,0666666666666667;0,333333333333333;0,733333333333333;0;0,0666666666666667;0,533333333333333
"chr3_90570896_ID=RF01969.1";0;0;0,133333333333333;0;0,333333333333333;0;0;0;0;0,0666666666666667;0,333333333333333;0,733333333333333;0;0,0666666666666667;0,533333333333333
"chr9_13445830_ID=RF01970.1";0;0;0,133333333333333;0;0,333333333333333;0;0;0;0;0,0666666666666667;0,333333333333333;0,666666666666667;0;0,0666666666666667;0,466666666666667
"chrLGE22C19W28_E50C23_442598_ID=mir-135_3";0;0;0,133333333333333;0;0,333333333333333;0;0,933333333333333;0;0;0,0666666666666667;0,333333333333333;0,666666666666667;0;0,0666666666666667;0,466666666666667
"chr10_43916_number=3";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0,0666666666666667;0,333333333333333;0,666666666666667;0;0,0666666666666667;0,466666666666667
"chr8_4887883_number=44";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0,0666666666666667;0,333333333333333;0,666666666666667;0;0,0666666666666667;0,466666666666667
"chr8_7816534_number=4";0;0;1,33333333333333;1,33333333333333;0,333333333333333;0;0,933333333333333;1,13333333333333;0;0,0666666666666667;0,266666666666667;0,533333333333333;0;0;0,4
"chr5_12046252_HACA_53";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;0,266666666666667;0,533333333333333;0;0;0,4
"chr1_123804981_ID=RF00032.1";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;0,266666666666667;0,533333333333333;0;0;0,4
"chr3_105724675_ID=RF00032.2";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;1,66666666666667;0,533333333333333;0;0;0,4
"chr1_84312013_ID=RF00032.3";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;0,266666666666667;0,533333333333333;0;0;0,333333333333333
"chr3_62846288_ID=RF00032.4";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;0,266666666666667;0,533333333333333;0;0;0,333333333333333
"chr18_9535776_ID=RF00032.5";0;0;0,0666666666666667;0;0,333333333333333;0;0;0;0;0;1,46666666666667;0,533333333333333;0;0;0,333333333333333
"chr18_9427315_ID=RF00032.6";0;0;0;0;0,266666666666667;0;0;0;0;0;0,2;0,533333333333333;0;0;0,333333333333333
"chr5_49490895_ID=RF00032.7";0;0;0;0;0,266666666666667;0;0;0;0;0;0,133333333333333;0,533333333333333;0;0;0,333333333333333
"chr21_6437128_ID=RF00032.8";0;0;0;0;0,266666666666667;0;0;0;0;0;0,133333333333333;0,466666666666667;0;0;0,333333333333333
"chr5_11970144_ID=RF00032.9";0;0;0;0;0,266666666666667;0;0;0;0;0;0,133333333333333;0,466666666666667;0;0;0,333333333333333
"chr1_121384780_ID=RF00032.10";0;0;0;0;0,266666666666667;0;0;0;0;0;0,133333333333333;0,466666666666667;0;0;0,333333333333333
"chr10_10398943_ID=RF00032.11";0;0;0;0;0,2;1;0;0;0;0;0,133333333333333;0,466666666666667;0;0;0,333333333333333
"chr6_16317708_ID=RF00032.12";0;0;1,33333333333333;0;0,133333333333333;0;0;0;1,33333333333333;0;0,0666666666666667;0,4;0;0;0,333333333333333
"chr15_6259027_ID=RF00032.13";0;0;0;0;3,06666666666667;1;0;0;0;0;0,0666666666666667;0,4;0;0;0,333333333333333
"chr1_169518348_ID=RF00032.14";0;0;0;0;0,133333333333333;0;0;0;0;0;0,0666666666666667;0,4;0;0;0,333333333333333
"chr11_1043424_ID=RF00032.15";0;0;0;0;0,133333333333333;0;0,933333333333333;0;0;0;0,0666666666666667;0,4;0;0;0,266666666666667
"chr25_2135771_ID=RF00032.16";0;0;0;0;0,133333333333333;0;0;0;0;0;0,0666666666666667;0,333333333333333;0;1,46666666666667;0,266666666666667
"chr13_12854019_ID=RF00032.17";0;0;0;0;0,133333333333333;0;0;0;0;0;0,0666666666666667;0,333333333333333;0;0;0,266666666666667
"chr6_10360956_ID=RF00032.18";0;0;0;0;0,0666666666666667;0;0;0;0;0;0,0666666666666667;0,333333333333333;0;0;0,266666666666667
"chr14_4340060_ID=RF00032.19";0;0;0;0;0,0666666666666667;0;0;0;0;0;0,0666666666666667;0,333333333333333;0;0;0,266666666666667
"chr9_3918768_ID=RF00032.20";0;0;0;0;0,0666666666666667;0;0;0;0;0;0;0,333333333333333;0;0;0,2
"chr23_3514620_ID=RF00032.21";0;0;0;0;0,0666666666666667;0;0;0;0;0;0;0,333333333333333;0;0;0,133333333333333
"chr5_11378870_ID=RF00032.22";0;0;0;0;0,0666666666666667;0;0;0;0;0;0;0,333333333333333;0;0;0,133333333333333
"chr3_22711456_ID=RF00032.23";0;0;0;0;0,0666666666666667;0;0;0;0;0;0;0,333333333333333;0;0;0,133333333333333
"chr9_16860866_ID=RF00032.24";1,26666666666667;0;4,26666666666667;0;0,0666666666666667;0;4,26666666666667;1,13333333333333;0;0;0;0,333333333333333;0;0;0,133333333333333
"chr26_2640301_ID=RF00032.25";0;0;0;0;0,0666666666666667;0;0;1,13333333333333;0;0;0;0,333333333333333;0;0;0,133333333333333
"chr7_2651767_ID=RF00032.26";0;0;0;0;0;0;0;0;0;0;0;0,333333333333333;0;0;0,0666666666666667
"chr2_110202971_ID=RF00032.27";0;0;0;0;0;0;0;0;0;0;0;0,333333333333333;0;0;0,0666666666666667
"chr6_21906835_ID=RF00032.28";0;0;0;0;0;0;0;0;0;0;0;0,266666666666667;0;0;0,0666666666666667
"chr2_124146867_ID=RF00032.29";0;0;0;0;0;0;0;0;0;0;0;0,266666666666667;0;0;0,0666666666666667
"chr19_5336963_ID=RF00032.30";0;0;0;0;0;0;0;0;0;0;0;0,266666666666667;0;0;0,0666666666666667
"chr1_102516253_ID=RF00032.31";0;0;0;0;0;0;0;0;0;0;0;0,266666666666667;0;0;0,0666666666666667
"chr2_148502056_ID=RF00032.32";0;0;0;0;0;0,933333333333333;0;0;0;0;0;0,266666666666667;0;0;0,0666666666666667
"chr1_134379908_ID=RF00032.33";0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0,0666666666666667
"chr5_23300118_ID=RF00032.34";0;0;0;0;0;0;0;0;0;0;0;0,133333333333333;0;0;0
"chr1_84704805_ID=RF00032.35";0;0;0;0;0;0;0;0;0;0;0;0,133333333333333;0;0;0
"chr4_1543913_ID=mir-6581_1";0;1,46666666666667;1,33333333333333;0;2,46666666666667;0;1,26666666666667;1,13333333333333;0;2,2;1,33333333333333;3,06666666666667;1,46666666666667;1,33333333333333;0
"chr18_6961150_number=5";0;0;0;0;0;0;0;0;0;0;0;0,133333333333333;0;0;0
"chr14_6168450_ID=RF00007.1";0;0;0;0;0;0;0;0;0;0;0;0,133333333333333;0;0;0
"chrZ_48199896_ID=mir-1581_1";0;0;0;0;0;0;0;0;0;0;0;0,133333333333333;0;0;0
"chrZ_66209206_ID=mir-33_2";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr19_2636992_ID=RF02253.1";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr3_68233215_ID=mir-1683_1";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr9_21862942_ID=RF00100.2";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr2_89791543_CD_164";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr1_71371247_ID=mir-3538_1";1,2;0;0;0;2,26666666666667;0;0,933333333333333;1,13333333333333;4,26666666666667;0;0;0,0666666666666667;0;1,33333333333333;0
"chr3_82494782_ID=mir-1742_1";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr13_290785_number=6";0;0;0;0;0;0;0;0;0;0;0;0,0666666666666667;0;0;0
"chr3_29968619_number=7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_81859866_ID=mir-490_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr3_42143395_ID=mir-2955_1";1,2;0;0;1,33333333333333;0;0;1,8;1,13333333333333;0;2,06666666666667;0;0;0;1,33333333333333;0
"chr20_593155_ID=mir-1593_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_56982545_ID=RF00001.1";0;0;0;0;0;0;0;1,06666666666667;0;0;0;0;0;0;0
"chr5_35449008_ID=RF02271.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_91957781_ID=RF02271.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_23655931_ID=RF02094.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr12_16289807_ID=RF02271.4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_179225477_ID=let-7_5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr11_13423734_ID=let-7_10";0;1,33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr19_5659644_ID=mir-1727_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_59591687_ID=RF00485.3";0;0;0;0;0;0,933333333333333;0;0;0;0;0;0;0;1,33333333333333;0
"chr17_6925953_ID=RF00485.4";1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr6_10172968_ID=RF00214.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,26666666666667
"chr11_14991121_ID=mir-6606_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_120832726_ID=RF00214.4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr19_9368815_ID=mir-6553_1";0;0;0;1,26666666666667;0;0;0;0;0;0;0;0;0;0;0
"chr1_58033457_CD_58";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr20_10492301_HACA_98";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr9_9404978_ID=RF00066.1";0;0;0;1,26666666666667;0;0;0;0;1,33333333333333;0;0;0;0;0;0
"chr7_5995877_number=43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr17_512785_number=8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_67628502_number=9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_62609335_number=10";0;0;0;0;0;0;0,933333333333333;0;0;0;0;0;0;0;0
"chr1_174553368_ID=mir-6609_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_165058782_ID=RF01063.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_13211383_ID=mir-3539_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr10_3539374_ID=RF01884.1";0;0;1,33333333333333;0;0;0;0,933333333333333;0;1,33333333333333;1,93333333333333;0;0;0;0;0
"chrZ_66983232_ID=RF00697.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr15_8099378_ID=mir-1690_1";1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_107572051_number=11";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr13_16061077_number=12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr23_4941552_number=42";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_849506_number=13";0;0;1,26666666666667;0;0;0;0;0;0;0;0;0;0;0;0
"chr15_2620828_number=41";0;0;0;1,2;0;0;0;0;0;0;1,33333333333333;0;0;0;0
"chrZ_66228357_number=40";1,2;0;0;0;0;0,933333333333333;0;0;0;0;0;0;0;0;0
"chr7_7248564_number=14";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_1751839_number=15";0;0;0;0;0;0;0;0;0;0;0;0;0;1,26666666666667;0
"chr2_52401499_number=16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr25_1031284_number=17";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_12594387_number=18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_23882060_ID=RF02271.5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_148757342_number=19";0;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0
"chr7_8124262_number=39";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr5_23289598_ID=RF00697.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr3_14028327_ID=mir-6616_1";0;0;0;0;0;0;0;0;0;1,93333333333333;0;0;0;0;0
"chr2_115319330_ID=mir-1806_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_134841953_ID=mir-6651_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr5_57784181_ID=RF00026.1";4,26666666666667;1,33333333333333;1,26666666666667;0;0;0;0,933333333333333;0;1,26666666666667;1,8;0;0;0;0;0
"chr14_8693583_ID=RF02271.6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_116593026_ID=mir-99_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_33542773_ID=let-7_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr6_16127028_ID=mir-3588_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_37699494_ID=RF01417.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr26_4660428_ID=RF01417.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_61143515_ID=RF00002.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_62242353_ID=RF00002.2";0;1,33333333333333;1,2;0;0;0;0;0;0;0;0;0;4,26666666666667;0;0
"chr15_10844144_ID=RF00026.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr22_106580_ID=mir-148_2";0;1,33333333333333;0;0;0;0;0,866666666666667;0;0;0;0;0;0;0;0
"chr25_723293_ID=RF02271.7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr5_24421159_ID=mir-1738_1";1,13333333333333;0;1,2;5,53333333333333;0;0;1,26666666666667;2,2;0;0;1,33333333333333;2,46666666666667;1,33333333333333;0;0
"chr20_12412737_number=38";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_85646687_ID=RF02094.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr11_10926423_ID=mir-222_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_16193689_ID=mir-221_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr14_15055932_ID=RF00026.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_69129145_ID=RF02094.4";0;0;0;0;0;0;0;0;0;0;0;0;0;1,26666666666667;3,73333333333333
"chr5_43495466_ID=RF00003.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr5_58009749_ID=RF00214.5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr2_106019037_ID=RF00422.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_54493356_number=20";0;1,26666666666667;0;1,2;0;0,933333333333333;0;1,06666666666667;0;0;0;0;1,33333333333333;0;0
"chr18_8231352_number=21";1,13333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_34807370_ID=mir-1397_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_62161508_ID=RF00214.6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_154271795_ID=RF02271.8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr11_1694854_ID=mir-1805_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_19602341_ID=RF01803.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr20_9954460_ID=RF00001.2";1,13333333333333;0;0;0;0;0;0,866666666666667;0;0;0;0;0;0;0;0
"chr1_110540242_ID=RF00619.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr6_34951406_ID=mir-6559_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr28_1413096_number=37";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_1082863_CD_48";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr9_8992596_ID=mir-1656_1";1,13333333333333;1,26666666666667;0;1,2;0;0;0;1;0;0;0;0;0;1,2;0
"chr7_35680012_ID=mir-1700_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_60950493_number=36";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr7_4480053_number=35";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrW_477822_ID=mir-1736_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr3_104759434_ID=mir-1632_1";0;0;0;0;0;0;0;0;1,26666666666667;0;0;0;0;0;0
"chr12_15135988_ID=RF01417.4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr3_17370642_ID=mir-2984_1";3,73333333333333;1,2;0;1,2;0;0,933333333333333;0,866666666666667;1;0;1,66666666666667;1,33333333333333;0;1,33333333333333;1,2;0
"chr4_68905784_ID=mir-1555_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrZ_70609999_number=34";0;0;0;0;0;0,933333333333333;0;0;0;0;0;0;0;0;0
"chr2_91420064_number=22";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_17491186_ID=RF00066.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr4_89228968_ID=mir-92_1";1,13333333333333;0;0;1,2;2,2;0,933333333333333;0;1;0;1,46666666666667;0;0;0;0;0
"chr11_18267483_ID=mir-19_3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr20_2481125_ID=mir-20_2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr1_112782063_ID=mir-19_2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr7_31037268_ID=mir-18_2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chr5_1709780_ID=mir-17_1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
